Dates,Category,DayOfWeek,PdDistrict,Address,X,Y
2015-04-29 21:40:00,NON-CRIMINAL,Wednesday,TARAVAL,0 Block of DELONG ST,-122.4598693873,37.7096061746
2015-04-29 21:40:00,OTHER OFFENSES,Wednesday,NORTHERN,GEARY BL / CLEARY CT,-122.4264491615,37.7851513852
2015-04-29 21:36:00,LARCENY/THEFT,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662046679,37.7725405392
2015-04-29 21:30:00,VANDALISM,Wednesday,TENDERLOIN,500 Block of JONES ST,-122.412999075,37.7862774592
2015-04-29 21:30:00,VEHICLE THEFT,Wednesday,TARAVAL,1400 Block of 11TH AV,-122.468185566,37.7611345506
2015-04-29 21:20:00,SEX OFFENSES FORCIBLE,Wednesday,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201938,37.7535351243
2015-04-29 21:20:00,SEX OFFENSES FORCIBLE,Wednesday,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201938,37.7535351243
2015-04-29 21:20:00,NON-CRIMINAL,Wednesday,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201938,37.7535351243
2015-04-29 21:15:00,LARCENY/THEFT,Wednesday,CENTRAL,CLAY ST / DRUMM ST,-122.3967737088,37.7954664098
2015-04-29 21:00:00,MISSING PERSON,Wednesday,PARK,200 Block of FREDERICK ST,-122.4476171563,37.7671128522
2015-04-29 21:00:00,VEHICLE THEFT,Wednesday,INGLESIDE,4500 Block of MISSION ST,-122.4346713378,37.7249572971
2015-04-29 21:00:00,BURGLARY,Wednesday,TARAVAL,1300 Block of 19TH AV,-122.476962049,37.7626195756
2015-04-29 21:00:00,OTHER OFFENSES,Wednesday,TARAVAL,1300 Block of 19TH AV,-122.476962049,37.7626195756
2015-04-29 21:00:00,ASSAULT,Wednesday,TENDERLOIN,600 Block of ELLIS ST,-122.4169161422,37.7843944492
2015-04-29 21:00:00,STOLEN PROPERTY,Wednesday,TARAVAL,1300 Block of 19TH AV,-122.476962049,37.7626195756
2015-04-29 21:00:00,NON-CRIMINAL,Wednesday,MISSION,MISSION ST / 16TH ST,-122.4196717803,37.7650501215
2015-04-29 21:00:00,LARCENY/THEFT,Wednesday,NORTHERN,CLAY ST / FRANKLIN ST,-122.4243413624,37.7919651856
2015-04-29 20:57:00,ROBBERY,Wednesday,SOUTHERN,400 Block of MINNA ST,-122.4073871721,37.7810688919
2015-04-29 20:53:00,VANDALISM,Wednesday,INGLESIDE,200 Block of JUANITA WY,-122.4578690068,37.7395764945
2015-04-29 20:52:00,LARCENY/THEFT,Wednesday,CENTRAL,500 Block of BROADWAY ST,-122.4064606435,37.7979466733
2015-04-29 20:50:00,LARCENY/THEFT,Wednesday,TARAVAL,32ND AV / JUDAH ST,-122.490922653,37.7610854762
2015-04-29 20:49:00,VANDALISM,Wednesday,RICHMOND,5700 Block of GEARY BL,-122.4810033171,37.7803821308
2015-04-29 20:49:00,VANDALISM,Wednesday,RICHMOND,5700 Block of GEARY BL,-122.4810033171,37.7803821308
2015-04-29 20:45:00,LARCENY/THEFT,Wednesday,TARAVAL,22ND AV / NORIEGA ST,-122.4796883701,37.7540969003
2015-04-29 20:45:00,LARCENY/THEFT,Wednesday,NORTHERN,GEARY BL / WEBSTER ST,-122.4312069321,37.784568117
2015-04-29 20:35:00,LARCENY/THEFT,Wednesday,BAYVIEW,DEHARO ST / ALAMEDA ST,-122.4019660423,37.7687048636
2015-04-29 20:30:00,LARCENY/THEFT,Wednesday,BAYVIEW,800 Block of ARKANSAS ST,-122.3977095078,37.7553562617
2015-04-29 20:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,100 Block of 10TH ST,-122.4150771549,37.7746870888
2015-04-29 20:30:00,FRAUD,Wednesday,PARK,100 Block of HENRY ST,-122.4344665323,37.7666484482
2015-04-29 20:23:00,DRUG/NARCOTIC,Wednesday,MISSION,16TH ST / MISSION ST,-122.4196717803,37.7650501215
2015-04-29 20:23:00,DRUG/NARCOTIC,Wednesday,MISSION,16TH ST / MISSION ST,-122.4196717803,37.7650501215
2015-04-29 20:15:00,NON-CRIMINAL,Wednesday,PARK,1800 Block of WALLER ST,-122.4543301054,37.7681530111
2015-04-29 20:15:00,NON-CRIMINAL,Wednesday,PARK,1800 Block of WALLER ST,-122.4543301054,37.7681530111
2015-04-29 20:15:00,LARCENY/THEFT,Wednesday,CENTRAL,GREEN ST / THE EMBARCADERONORTH ST,-122.3988619711,37.8007809996
2015-04-29 20:10:00,ROBBERY,Wednesday,CENTRAL,100 Block of DRUMM ST,-122.396612261,37.7950446763
2015-04-29 20:10:00,LARCENY/THEFT,Wednesday,SOUTHERN,2ND ST / TOWNSEND ST,-122.3905314041,37.7806070798
2015-04-29 20:00:00,LARCENY/THEFT,Wednesday,SOUTHERN,1000 Block of MISSION ST,-122.4097951945,37.7800356268
2015-04-29 20:00:00,VEHICLE THEFT,Wednesday,BAYVIEW,600 Block of VERMONT ST,-122.4042644214,37.7614567978
2015-04-29 20:00:00,ASSAULT,Wednesday,MISSION,3000 Block of 16TH ST,-122.4210828502,37.7649108442
2015-04-29 20:00:00,LARCENY/THEFT,Wednesday,RICHMOND,700 Block of 42ND AV,-122.5026708739,37.7745159727
2015-04-29 20:00:00,VEHICLE THEFT,Wednesday,BAYVIEW,2200 Block of 19TH ST,-122.404619818,37.7607494916
2015-04-29 20:00:00,SEX OFFENSES FORCIBLE,Wednesday,MISSION,24TH ST / MISSION ST,-122.4184481861,37.7522391653
2015-04-29 20:00:00,ASSAULT,Wednesday,MISSION,24TH ST / MISSION ST,-122.4184481861,37.7522391653
2015-04-29 20:00:00,SEX OFFENSES FORCIBLE,Wednesday,MISSION,24TH ST / MISSION ST,-122.4184481861,37.7522391653
2015-04-29 20:00:00,VEHICLE THEFT,Wednesday,PARK,HAYES ST / ASHBURY ST,-122.4476885049,37.7737323011
2015-04-29 20:00:00,LARCENY/THEFT,Wednesday,RICHMOND,BUSH ST / BRODERICK ST,-122.4417272833,37.7859665658
2015-04-29 19:53:00,LARCENY/THEFT,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087,37.7865647608
2015-04-29 19:53:00,ASSAULT,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087,37.7865647608
2015-04-29 19:50:00,SUSPICIOUS OCC,Wednesday,SOUTHERN,3RD ST / MINNA ST,-122.4014943153,37.7858284328
2015-04-29 19:45:00,LARCENY/THEFT,Wednesday,NORTHERN,PINE ST / OCTAVIA ST,-122.4270626645,37.7887865149
2015-04-29 19:40:00,OTHER OFFENSES,Wednesday,CENTRAL,300 Block of CHESTNUT ST,-122.4088337283,37.8042489589
2015-04-29 19:40:00,OTHER OFFENSES,Wednesday,CENTRAL,300 Block of CHESTNUT ST,-122.4088337283,37.8042489589
2015-04-29 19:38:00,VEHICLE THEFT,Wednesday,NORTHERN,2400 Block of VANNESS AV,-122.4240603576,37.7980723406
2015-04-29 19:30:00,LARCENY/THEFT,Wednesday,CENTRAL,2500 Block of MASON ST,-122.4138142924,37.8070362071
2015-04-29 19:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,500 Block of BEALE ST,-122.3890154177,37.7858056267
2015-04-29 19:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,100 Block of HOWARD ST,-122.3930236044,37.7909940357
2015-04-29 19:30:00,VEHICLE THEFT,Wednesday,SOUTHERN,900 Block of MINNA ST,-122.4159323532,37.7743237452
2015-04-29 19:15:00,NON-CRIMINAL,Wednesday,MISSION,600 Block of VALENCIA ST,-122.4217476505,37.7627436601
2015-04-29 19:15:00,LARCENY/THEFT,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-29 19:15:00,NON-CRIMINAL,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-29 19:15:00,NON-CRIMINAL,Wednesday,TARAVAL,JUDAH ST / 45TH AV,-122.5048571369,37.7604701887
2015-04-29 19:10:00,ASSAULT,Wednesday,TARAVAL,100 Block of FONT BL,-122.4736440755,37.7155536667
2015-04-29 19:10:00,OTHER OFFENSES,Wednesday,TARAVAL,NORIEGA ST / 39TH AV,-122.4656614286,37.754708025
2015-04-29 19:08:00,ASSAULT,Wednesday,MISSION,16TH ST / MISSION ST,-122.4196717803,37.7650501215
2015-04-29 19:03:00,LARCENY/THEFT,Wednesday,RICHMOND,5700 Block of GEARY BL,-122.4810033171,37.7803821308
2015-04-29 19:00:00,VEHICLE THEFT,Wednesday,INGLESIDE,1000 Block of PORTOLA DR,-122.4565056884,37.7414219768
2015-04-29 19:00:00,VEHICLE THEFT,Wednesday,TARAVAL,300 Block of LOUISBURG ST,-122.4510607393,37.7188554081
2015-04-29 19:00:00,LARCENY/THEFT,Wednesday,NORTHERN,300 Block of GROVE ST,-122.4223481439,37.777861776
2015-04-29 19:00:00,BURGLARY,Wednesday,NORTHERN,300 Block of GROVE ST,-122.4223481439,37.777861776
2015-04-29 19:00:00,OTHER OFFENSES,Wednesday,PARK,0 Block of ASHBURY TR,-122.4480393487,37.7751156104
2015-04-29 19:00:00,LARCENY/THEFT,Wednesday,CENTRAL,300 Block of GEARY ST,-122.4090551914,37.7871979591
2015-04-29 19:00:00,LARCENY/THEFT,Wednesday,BAYVIEW,1700 Block of NEWCOMB AV,-122.3926437536,37.7367848801
2015-04-29 19:00:00,VEHICLE THEFT,Wednesday,PARK,100 Block of PARNASSUS AV,-122.4505274894,37.7648254389
2015-04-29 19:00:00,OTHER OFFENSES,Wednesday,TARAVAL,1600 Block of 26TH AV,-122.4842371325,37.756685988
2015-04-29 19:00:00,LARCENY/THEFT,Wednesday,NORTHERN,IVY ST / OCTAVIA ST,-122.4247186004,37.7771394257
2015-04-29 18:49:00,DRUNKENNESS,Wednesday,MISSION,1900 Block of MISSION ST,-122.4196766162,37.7658510977
2015-04-29 18:49:00,WARRANTS,Wednesday,MISSION,1900 Block of MISSION ST,-122.4196766162,37.7658510977
2015-04-29 18:45:00,LARCENY/THEFT,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-29 18:44:00,SUSPICIOUS OCC,Wednesday,TARAVAL,20TH AV / MORAGA ST,-122.4776785897,37.7560590104
2015-04-29 18:39:00,SUSPICIOUS OCC,Wednesday,SOUTHERN,FOLSOM ST / ESSEX ST,-122.3956486007,37.7863785495
2015-04-29 18:39:00,MISSING PERSON,Wednesday,SOUTHERN,FOLSOM ST / ESSEX ST,-122.3956486007,37.7863785495
2015-04-29 18:35:00,NON-CRIMINAL,Wednesday,SOUTHERN,900 Block of HOWARD ST,-122.406508487,37.7803313209
2015-04-29 18:35:00,LARCENY/THEFT,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-29 18:35:00,LARCENY/THEFT,Wednesday,SOUTHERN,BRANNAN ST / 2ND ST,-122.3920823053,37.7818457723
2015-04-29 18:33:00,ASSAULT,Wednesday,BAYVIEW,3RD ST / 23RD ST,-122.3880041401,37.7553898297
2015-04-29 18:33:00,OTHER OFFENSES,Wednesday,BAYVIEW,3RD ST / 23RD ST,-122.3880041401,37.7553898297
2015-04-29 18:33:00,ASSAULT,Wednesday,BAYVIEW,3RD ST / 23RD ST,-122.3880041401,37.7553898297
2015-04-29 18:30:00,LARCENY/THEFT,Wednesday,MISSION,2800 Block of MISSION ST,-122.4184340283,37.75141993
2015-04-29 18:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,700 Block of MARKET ST,-122.4040946625,37.7872560928
2015-04-29 18:30:00,NON-CRIMINAL,Wednesday,MISSION,19TH ST / SANCARLOS ST,-122.4199786514,37.7601885649
2015-04-29 18:30:00,LARCENY/THEFT,Wednesday,CENTRAL,BUSH ST / MONTGOMERY ST,-122.4023840244,37.79097001
2015-04-29 18:30:00,LARCENY/THEFT,Wednesday,PARK,MASONIC AV / GOLDEN GATE AV,-122.446846933,37.7776688217
2015-04-29 18:25:00,LARCENY/THEFT,Wednesday,SOUTHERN,3RD ST / HARRISON ST,-122.3973887848,37.7825543452
2015-04-29 18:10:00,VANDALISM,Wednesday,SOUTHERN,900 Block of MISSION ST,-122.4080525385,37.78156683
2015-04-29 18:04:00,OTHER OFFENSES,Wednesday,SOUTHERN,MISSION ST / 6TH ST,-122.4087106067,37.7809706722
2015-04-29 18:00:00,SEX OFFENSES FORCIBLE,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,KIDNAPPING,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,KIDNAPPING,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,ASSAULT,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,ASSAULT,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,LARCENY/THEFT,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,ASSAULT,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,RUNAWAY,Wednesday,SOUTHERN,0 Block of MOSS ST,-122.4079991867,37.7778241673
2015-04-29 18:00:00,MISSING PERSON,Wednesday,SOUTHERN,0 Block of MOSS ST,-122.4079991867,37.7778241673
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,TARAVAL,1500 Block of 40TH AV,-122.4993675904,37.757887295
2015-04-29 18:00:00,LARCENY/THEFT,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-04-29 18:00:00,SEX OFFENSES FORCIBLE,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,OTHER OFFENSES,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,ASSAULT,Wednesday,MISSION,2300 Block of 16TH ST,-122.4095299133,37.7657184395
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,MISSION,17TH ST / VALENCIA ST,-122.4217337678,37.7632996946
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,RICHMOND,ANZA ST / 16TH AV,-122.4749564309,37.7786022073
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,RICHMOND,ANZA ST / 16TH AV,-122.4749564309,37.7786022073
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,PARK,LOWER TR / LEVANT ST,-122.4419881658,37.7632506545
2015-04-29 18:00:00,VEHICLE THEFT,Wednesday,CENTRAL,GREEN ST / THE EMBARCADERONORTH ST,-122.3988619711,37.8007809996
2015-04-29 18:00:00,LARCENY/THEFT,Wednesday,NORTHERN,PINE ST / GOUGH ST,-122.4254239293,37.7889945829
2015-04-29 18:00:00,VANDALISM,Wednesday,SOUTHERN,KING ST / 2ND ST,-122.3895952833,37.7798611974
2015-04-29 18:00:00,LARCENY/THEFT,Wednesday,SOUTHERN,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.3900942482,37.7907638589
2015-04-29 17:59:00,LARCENY/THEFT,Wednesday,BAYVIEW,ILLINOIS ST / 22ND ST,-122.3873162794,37.7580021665
2015-04-29 17:59:00,VANDALISM,Wednesday,BAYVIEW,ILLINOIS ST / 22ND ST,-122.3873162794,37.7580021665
2015-04-29 17:56:00,WARRANTS,Wednesday,NORTHERN,1100 Block of SUTTER ST,-122.4193173241,37.7879136979
2015-04-29 17:55:00,LARCENY/THEFT,Wednesday,TENDERLOIN,0 Block of GRANT AV,-122.404997416,37.7871963336
2015-04-29 17:51:00,BURGLARY,Wednesday,NORTHERN,AUSTIN ST / VANNESS AV,-122.4220481365,37.7889562658
2015-04-29 17:51:00,OTHER OFFENSES,Wednesday,NORTHERN,AUSTIN ST / VANNESS AV,-122.4220481365,37.7889562658
2015-04-29 17:49:00,NON-CRIMINAL,Wednesday,SOUTHERN,900 Block of HOWARD ST,-122.406508487,37.7803313209
2015-04-29 17:49:00,ROBBERY,Wednesday,BAYVIEW,200 Block of CASHMERE ST,-122.3870989942,37.7362421314
2015-04-29 17:49:00,ASSAULT,Wednesday,BAYVIEW,200 Block of CASHMERE ST,-122.3870989942,37.7362421314
2015-04-29 17:49:00,OTHER OFFENSES,Wednesday,BAYVIEW,200 Block of CASHMERE ST,-122.3870989942,37.7362421314
2015-04-29 17:45:00,LARCENY/THEFT,Wednesday,CENTRAL,800 Block of SACRAMENTO ST,-122.4069688081,37.7932181947
2015-04-29 17:37:00,TRESPASS,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087,37.7865647608
2015-04-29 17:35:00,LARCENY/THEFT,Wednesday,CENTRAL,1200 Block of BATTERY ST,-122.4019573119,37.8027753331
2015-04-29 17:30:00,LARCENY/THEFT,Wednesday,TARAVAL,1200 Block of 14TH AV,-122.4716633988,37.7647297486
2015-04-29 17:25:00,DRUG/NARCOTIC,Wednesday,CENTRAL,800 Block of POST ST,-122.4158437572,37.7874017656
2015-04-29 17:25:00,WARRANTS,Wednesday,CENTRAL,800 Block of POST ST,-122.4158437572,37.7874017656
2015-04-29 17:20:00,LARCENY/THEFT,Wednesday,TARAVAL,3200 Block of 20TH AV,-122.4756474608,37.7285280627
2015-04-29 17:20:00,LARCENY/THEFT,Wednesday,BAYVIEW,SOMERSET ST / MANSELL ST,-122.4050105073,37.7205104071
2015-04-29 17:16:00,LARCENY/THEFT,Wednesday,CENTRAL,200 Block of GRANT AV,-122.4053901474,37.7892300198
2015-04-29 17:14:00,VANDALISM,Wednesday,SOUTHERN,500 Block of MARKET ST,-122.4001947689,37.7900527936
2015-04-29 17:14:00,OTHER OFFENSES,Wednesday,NORTHERN,1000 Block of MCALLISTER ST,-122.4284423076,37.7789982848
2015-04-29 17:14:00,WARRANTS,Wednesday,NORTHERN,1000 Block of MCALLISTER ST,-122.4284423076,37.7789982848
2015-04-29 17:14:00,OTHER OFFENSES,Wednesday,NORTHERN,1000 Block of MCALLISTER ST,-122.4284423076,37.7789982848
2015-04-29 17:13:00,OTHER OFFENSES,Wednesday,TARAVAL,LINCOLN WY / LA PLAYA ST,-122.5093996131,37.7640298301
2015-04-29 17:06:00,LARCENY/THEFT,Wednesday,SOUTHERN,500 Block of 9TH ST,-122.4077021497,37.7706967931
2015-04-29 17:00:00,VANDALISM,Wednesday,INGLESIDE,700 Block of LISBON ST,-122.4375833407,37.716846379
2015-04-29 17:00:00,MISSING PERSON,Wednesday,INGLESIDE,0 Block of CUVIER ST,-122.4287182965,37.7340304069
2015-04-29 17:00:00,MISSING PERSON,Wednesday,INGLESIDE,0 Block of CUVIER ST,-122.4287182965,37.7340304069
2015-04-29 17:00:00,VEHICLE THEFT,Wednesday,INGLESIDE,100 Block of TOMPKINS AV,-122.4156454515,37.7371379681
2015-04-29 16:55:00,SUSPICIOUS OCC,Wednesday,PARK,900 Block of CORBETT AV,-122.4439790441,37.7511291322
2015-04-29 16:53:00,NON-CRIMINAL,Wednesday,BAYVIEW,200 Block of WILLIAMS AV,-122.3977444271,37.7299346936
2015-04-29 16:45:00,NON-CRIMINAL,Wednesday,CENTRAL,1200 Block of GRANT AV,-122.4071100778,37.798645783
2015-04-29 16:45:00,LARCENY/THEFT,Wednesday,TARAVAL,100 Block of WESTPORTAL AV,-122.4681174998,37.7389000145
2015-04-29 16:45:00,SUSPICIOUS OCC,Wednesday,CENTRAL,1200 Block of GRANT AV,-122.4071100778,37.798645783
2015-04-29 16:35:00,LARCENY/THEFT,Wednesday,CENTRAL,CHESTNUT ST / HYDE ST,-122.4197994311,37.8029252064
2015-04-29 16:32:00,WARRANTS,Wednesday,TARAVAL,1600 Block of HOLLOWAY AV,-122.4782782063,37.7209451616
2015-04-29 16:32:00,WARRANTS,Wednesday,TARAVAL,1600 Block of HOLLOWAY AV,-122.4782782063,37.7209451616
2015-04-29 16:29:00,NON-CRIMINAL,Wednesday,PARK,1400 Block of 7TH AV,-122.4640447778,37.7613161837
2015-04-29 16:20:00,NON-CRIMINAL,Wednesday,CENTRAL,POWELL ST / GEARY ST,-122.4082310263,37.787359495
2015-04-29 16:10:00,NON-CRIMINAL,Wednesday,INGLESIDE,100 Block of NEY ST,-122.4271890597,37.7301344268
2015-04-29 16:09:00,NON-CRIMINAL,Wednesday,TENDERLOIN,400 Block of LEAVENWORTH ST,-122.4144571623,37.7851373815
2015-04-29 16:00:00,LARCENY/THEFT,Wednesday,PARK,4300 Block of 17TH ST,-122.4415592628,37.7620486897
2015-04-29 16:00:00,OTHER OFFENSES,Wednesday,TARAVAL,1400 Block of 8TH AV,-122.4649775948,37.7612753815
2015-04-29 15:57:00,NON-CRIMINAL,Wednesday,PARK,1900 Block of GOLDEN GATE AV,-122.4427130546,37.7782465928
2015-04-29 15:55:00,OTHER OFFENSES,Wednesday,SOUTHERN,8TH ST / BRYANT ST,-122.4069709882,37.7725273608
2015-04-29 15:52:00,LARCENY/THEFT,Wednesday,PARK,2500 Block of GEARY BL,-122.4451473764,37.7824240316
2015-04-29 15:50:00,LARCENY/THEFT,Wednesday,PARK,1800 Block of PAGE ST,-122.4512363731,37.770359802
2015-04-29 15:50:00,LARCENY/THEFT,Wednesday,SOUTHERN,200 Block of 11TH ST,-122.4142586511,37.7719723688
2015-04-29 15:45:00,ASSAULT,Wednesday,BAYVIEW,0 Block of CAMERON WY,-122.3858791891,37.7202869779
2015-04-29 15:41:00,LARCENY/THEFT,Wednesday,SOUTHERN,500 Block of BRANNAN ST,-122.3977132264,37.7774696662
2015-04-29 15:33:00,NON-CRIMINAL,Wednesday,RICHMOND,400 Block of 12TH AV,-122.4705716792,37.7797469138
2015-04-29 15:30:00,BURGLARY,Wednesday,PARK,900 Block of BRODERICK ST,-122.4403751675,37.7789754235
2015-04-29 15:30:00,LARCENY/THEFT,Wednesday,NORTHERN,1100 Block of FILLMORE ST,-122.4319795764,37.780047853
2015-04-29 15:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,900 Block of MARKET ST,-122.4085951109,37.7837069302
2015-04-29 15:30:00,LARCENY/THEFT,Wednesday,TENDERLOIN,MARKET ST / HYDE ST,-122.4147438354,37.7787192628
2015-04-29 15:00:00,MISSING PERSON,Wednesday,BAYVIEW,1200 Block of 3RD ST,-122.389517648,37.77246824
2015-04-29 15:00:00,ASSAULT,Wednesday,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920676
2015-04-29 15:00:00,SECONDARY CODES,Wednesday,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920676
2015-04-29 15:00:00,LARCENY/THEFT,Wednesday,CENTRAL,1300 Block of THE EMBARCADERONORTH ST,-122.4043871291,37.8060783886
2015-04-29 15:00:00,LARCENY/THEFT,Wednesday,INGLESIDE,0 Block of TIFFANY AV,-122.4212287864,37.7452607747
2015-04-29 14:45:00,ASSAULT,Wednesday,BAYVIEW,3RD ST / NEWCOMB AV,-122.3904169555,37.7355926106
2015-04-29 14:45:00,KIDNAPPING,Wednesday,BAYVIEW,3RD ST / NEWCOMB AV,-122.3904169555,37.7355926106
2015-04-29 14:45:00,ROBBERY,Wednesday,BAYVIEW,3RD ST / NEWCOMB AV,-122.3904169555,37.7355926106
2015-04-29 14:40:00,BURGLARY,Wednesday,INGLESIDE,100 Block of ROME ST,-122.4457481162,37.7161038357
2015-04-29 14:37:00,OTHER OFFENSES,Wednesday,BAYVIEW,400 Block of DEHARO ST,-122.4016068177,37.7641840068
2015-04-29 14:30:00,MISSING PERSON,Wednesday,MISSION,2600 Block of BRYANT ST,-122.4091213992,37.7519787472
2015-04-29 14:30:00,LARCENY/THEFT,Wednesday,RICHMOND,18TH AV / CLEMENT ST,-122.4773752228,37.7823579448
2015-04-29 14:16:00,DRUG/NARCOTIC,Wednesday,TENDERLOIN,400 Block of JONES ST,-122.412993783,37.7855629695
2015-04-29 14:16:00,OTHER OFFENSES,Wednesday,TENDERLOIN,400 Block of JONES ST,-122.412993783,37.7855629695
2015-04-29 14:16:00,WARRANTS,Wednesday,TENDERLOIN,400 Block of JONES ST,-122.412993783,37.7855629695
2015-04-29 14:15:00,NON-CRIMINAL,Wednesday,INGLESIDE,600 Block of NAPLES ST,-122.4330408446,37.718534522
2015-04-29 14:15:00,LARCENY/THEFT,Wednesday,CENTRAL,100 Block of PINE ST,-122.3991758635,37.7922774163
2015-04-29 14:10:00,NON-CRIMINAL,Wednesday,TARAVAL,0 Block of ZOO RD,-122.5008370405,37.7308580846
2015-04-29 14:06:00,OTHER OFFENSES,Wednesday,SOUTHERN,400 Block of BRANNAN ST,-122.3945213518,37.7798373144
2015-04-29 14:04:00,SUICIDE,Wednesday,MISSION,200 Block of DIAMOND ST,-122.4370299793,37.758337596
2015-04-29 14:00:00,FRAUD,Wednesday,CENTRAL,1400 Block of THE EMBARCADERONORTH ST,-122.4064293821,37.8071368068
2015-04-29 14:00:00,LARCENY/THEFT,Wednesday,CENTRAL,1400 Block of THE EMBARCADERONORTH ST,-122.4064293821,37.8071368068
2015-04-29 14:00:00,LARCENY/THEFT,Wednesday,SOUTHERN,300 Block of 3RD ST,-122.398472416,37.7833420917
2015-04-29 14:00:00,MISSING PERSON,Wednesday,PARK,800 Block of DIVISADERO ST,-122.4381531589,37.7773494551
2015-04-29 14:00:00,NON-CRIMINAL,Wednesday,CENTRAL,POST ST / GRANT AV,-122.4052228218,37.788693692
2015-04-29 13:50:00,LARCENY/THEFT,Wednesday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058953699,37.7867342185
2015-04-29 13:50:00,LARCENY/THEFT,Wednesday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058953699,37.7867342185
2015-04-29 13:50:00,ASSAULT,Wednesday,INGLESIDE,500 Block of TOMPKINS AV,-122.4131567031,37.7371067513
2015-04-29 13:45:00,OTHER OFFENSES,Wednesday,PARK,HAIGHT ST / COLE ST,-122.4507099191,37.7695262271
2015-04-29 13:44:00,NON-CRIMINAL,Wednesday,MISSION,300 Block of NOE ST,-122.4330934961,37.7633873513
2015-04-29 13:42:00,LARCENY/THEFT,Wednesday,SOUTHERN,700 Block of MISSION ST,-122.4030700008,37.7852686309
2015-04-29 13:40:00,LARCENY/THEFT,Wednesday,CENTRAL,400 Block of GEARY ST,-122.4107216259,37.7870966496
2015-04-29 13:38:00,OTHER OFFENSES,Wednesday,TENDERLOIN,MCALLISTER ST / HYDE ST,-122.415317967,37.7807179286
2015-04-29 13:35:00,NON-CRIMINAL,Wednesday,BAYVIEW,1500 Block of OAKDALE AV,-122.3894715357,37.7340319721
2015-04-29 13:32:00,DRUG/NARCOTIC,Wednesday,BAYVIEW,800 Block of DARTMOUTH ST,-122.4093253387,37.7201493865
2015-04-29 13:32:00,OTHER OFFENSES,Wednesday,BAYVIEW,800 Block of DARTMOUTH ST,-122.4093253387,37.7201493865
2015-04-29 13:32:00,DRUG/NARCOTIC,Wednesday,BAYVIEW,800 Block of DARTMOUTH ST,-122.4093253387,37.7201493865
2015-04-29 13:32:00,NON-CRIMINAL,Wednesday,BAYVIEW,800 Block of DARTMOUTH ST,-122.4093253387,37.7201493865
2015-04-29 13:30:00,ASSAULT,Wednesday,NORTHERN,2900 Block of VANNESS AV,-122.424656302,37.8027754872
2015-04-29 13:30:00,ASSAULT,Wednesday,SOUTHERN,5THSTNORTH ST / MARKET ST,-122.4080683451,37.7839916768
2015-04-29 13:30:00,LARCENY/THEFT,Wednesday,SOUTHERN,5THSTNORTH ST / MARKET ST,-122.4080683451,37.7839916768
2015-04-29 13:13:00,LARCENY/THEFT,Wednesday,SOUTHERN,100 Block of 1ST ST,-122.3974507367,37.7895861934
